연월,공급업체명,공급업체유형,계약내역,계약유형
2023-12,(주)한빛파워,중소기업,발전소 갑종 보호계전기 시험용역(보령),용역
2023-03,(주)신흥기공,중소기업,SILO 오거 GEAR BOX 반출정비 공사,공사
2023-12,(주)스마트파워,중소기업,사택신축 비상발전기 구매,구매
2023-05,(주)한국건설안전공사,중소기업,8호기 계획예방정비공사 현장안전관리 용역,용역
2023-07,(주)어세스타,중소기업,2022년 발전5사 상임이사 후보자 역량평가,구매
2023-06,지에스플랜트(주),중소기업,신보령 무수암모니아 저장설비 암모니아 퍼지작업 용역,용역
2023-05,엠브이에스코리아,중소기업,"복합 1,2호기 가스터빈 BLOW-OFF VALVE 및 ACTUATOR 예비품구매",구매
2023-10,파수닷컴,중소기업,(조달) 컨텐츠 관리시스템 SW 모듈 구매,구매
2023-11,티알벨트렉 주식회사,중소기업,제2발전소 석탄취급설비 BWF-02 BELT 제작구매/C23P-기술55-00,구매
2023-06,(주)원프랜트,중소기업,제1회 기성고 지불 요청,공사
2023-03,신원기업 주식회사,중소기업,"발전설비공사(2운영,원프랜트) 노무비 직불전표",공사
2023-05,신원기업 주식회사,중소기업,발전설비공사(2운영)4월노무비 직불전표,공사
2023-08,신원기업 주식회사,중소기업,"발전설비공사(2운영,원프랜트)노무비직불",공사
2023-11,신원기업 주식회사,중소기업,"발전설비공사(2운영,원프랜트)9월 노무비직불",공사
2023-04,신원기업 주식회사,중소기업,원프랜트 기성3월 노무비 직불전표(2운영),공사
2023-06,신원기업 주식회사,중소기업,기성5월 2운영 원프랜트 노무비 직불,공사
2023-07,신원기업 주식회사,중소기업,"2운영,원프랜트 기성6월노무비 신원기업 직불",공사
2023-06,더블유비제이소프트,중소기업,형상관리 솔루션 구매,구매
2023-04,(주)에이디엠,중소기업,보령본부 복합 가설건축물 신축 통신공사 사급자재 구매(3자단가),구매
2023-02,서흥MCO,중소기업,제주복합 ST STM DRAIN 및 BOP 밸브 구매,구매
2023-04,동은테크,중소기업,신보령 제1호기 미분기 정비예비품 제작 구매,구매
2023-07,유천엔바이로,중소기업,상생협력실증프로그램 선금 지급(유천엔바이로),구매
2023-11,주식회사 지티씨,중소기업,[유찰수의]공기압축기 정비용 자재 구매,구매
2023-07,(주)한국안전기술원,중소기업,유찰수의공고_2023년 제6호기 계획예방정비공사 안전관리용역,용역
2023-04,모두상사,중소기업,"23-기술1(모두상사,단가),3월하",구매
2023-07,(주)남천개발,중소기업,제주발전본부 지하수 영향조사(연장허가) 용역,용역
2023-07,(주)한국이앤씨,중소기업,2022년 신보령 대기오염물질 자가측정 위탁용역,용역
2023-07,(주)사이냅소프트,중소기업,(조달) 문서 뷰어 소프트웨어 구매,구매
2023-08,주식회사 태극,중소기업,"1,2부두 통합 보안검색 경비실 구매(현장설치도/자활용사촌)",구매
2023-10,주식회사 에스엔아이시스템,중소기업,통합건강관리시스템 KOMIPO-EHP 구축 용역,용역
2023-10,(주)엠폴시스템,중소기업,비개방구역 침입탐지시스템 강화 구매,구매
2023-03,동서산업(주),중소기업,22-현장-20 1차 협약금(동서산업),구매
2023-12,주식회사 플라무르,중소기업,제1발전소 제어분야 휴대용 공기구 구매,구매
2023-08,(주)디엑스지,중소기업,제주발전본부 대기환경분야 각종분석기 위탁정비용역,용역
2023-03,올리브상사,중소기업,2023년도 제3호기 계획예방정비공사 전기설비 정비용 장기자재 구매,구매
2023-11,(주)O&M KOREA,중소기업,복합 3호기 발전기 비동기 투입방지장치 설치 공사,공사
2023-07,고려공업검사(주),중소기업,단가공사 대금지불 요청(8회),공사
2023-01,(주)온테스트,중소기업,19-현장-사업비-최종지급(온테스트),구매
2023-11,세이프텍(주),중소기업,2호기 복수기 튜브 비파괴 검사 용역,용역
2023-04,스마트 시스템,중소기업,1호기 가스터빈 윤활유 계통 정비용 오일 구매,구매
2023-05,(주)한주정공,중소기업,증기터빈1호기 제작대금반제지급,구매
2023-12,(주)넥스포,중소기업,신서천 전기설비감시제어반(ECMS) GPS 설비,구매
2023-09,타임시스템(주),중소기업,복합기 관리서버 교체 구매,구매
2023-07,(주)지음지식서비스,중소기업,'23년 EA기반 정보화 종합관리(PMO) 용역,용역
2023-06,(주)삼영필텍,중소기업,"신보령 1,2호기 터빈 AUX VALVE 구동용 HPU 오일 정유기 구매",구매
2023-12,(주)화성종합전기,중소기업,내연 2호기 주·보조변압기 부식부 보강 공사,공사
2023-12,대윤계기산업(주),중소기업,보령 복합 수질분석설비 센서 구매,구매
2023-03,(주)한국엠엘,중소기업,TWS 정비용 제작 자재 구매,구매
2023-02,(주)알이씨,중소기업,유찰수의공고_8호기 고강도 치밀질 CASTABLE 등 2품목 제작구매(재,구매
2023-10,(주)명진티에스알,중소기업,23P-기술3(단)(명진TSR),구매
2023-10,재부상사,중소기업,(수정) 신보령 보일러 불꽃감지기 구매,구매
2023-02,(주)한국이앤씨,중소기업,2022년 신보령 대기오염물질 자가측정 위탁용역,용역
2023-07,(주)피에스센트럴,중소기업,단가자재 _원주유동사(5100047527),구매
2023-06,미화산업,중소기업,23년 벨트접착 1차 기성고,공사
2023-06,모두상사,중소기업,"23-기술1(모두상사,단가),5월하",구매
2023-01,제이아이홀딩스(주),중소기업,"22년도 복합발전소 LED 등기구 교체공사,C22P-공(복)16-00",공사
2023-08,나노이엔지,중소기업,TBN ROTOR TURNING STAND 구매에 의한 구매,구매
2023-05,동양산업,중소기업,"제 7,8호기 전기집진기 MPS TR 반출정비",공사
2023-09,주식회사 천우,중소기업,2023년도 신보령 제1호기 계획예방정비공사(석탄설비),공사
2023-09,(주)건영,중소기업,2023년도 신보령 제1호기 계획예방정비공사(석탄설비),공사
2023-11,대양롤랜트(주),중소기업,23P-기술4(단)(대양롤랜트),구매
2023-04,현대엠파쳐,중소기업,"복합 1,2호기 기기냉각수 열교환기 튜브 구매",구매
2023-12,(사)장애인인권센터 ICT 사업단,중소기업,유지관리 업무용 CCTV 구매,구매
2023-07,(주)대경이앤씨,중소기업,"2023년도 발전기계류 a 연간단가 구매(6월말, 대경이앤씨)",구매
2023-09,(주)일아그린,중소기업,신서천발전본부 회처리장 매립석탄재 재활용 용역,용역
2023-07,(주) 라우텍,중소기업,하역기계설비 우레탄 벨트클리너 제작구매/C23P-기술27-00,구매
2023-02,(주)신흥기공,중소기업,[긴급]제2소수력 1호기 RUNNER BLADE 제작,구매
2023-07,엑스포상사,중소기업,"제3~6호기 FLY ASH SILO AERATION BLOWER,C21P-2발117-00",구매
2023-08,(주)비츠코리아,중소기업,통합백신구매 및 패치관리시스템 업그레이드 구매,구매
2023-12,(주)오모가리에프앤비,중소기업,보령 5호기 계획예방정비용 제어설비 단기자재 구매,구매
2023-08,방형식디자인,중소기업,KOMIPO 소통·공감 가이드북 시즌3 제작 용역,용역
2023-11,(주)도도앤컴퍼니,중소기업,SR #D BUCKET 제작구매,구매
2023-07,(주)솔지,중소기업,가스터빈 오일정유기 구매,구매
2023-12,(주)아튼,중소기업,2023년도 정보통신설비 정비공사,공사
2023-01,(주)산단이앤지,중소기업,신보령 1호기 CWP SLEEVE BEARING 등 3종 제작구매,구매
2023-05,(주)일지정공,중소기업,"제1,2부두 연속식 하역기 조작설비 및 용품 구매/C23P-기술20-00",구매
2023-07,(주)신흥기공,중소기업,BFPT #A 최소유량 조절밸브 긴급 복구공사,공사
2023-04,한국타프로기(주),중소기업,복합 1호기 데브리스 필터 정비자재 구매,구매
2023-04,주식회사 완호,중소기업,북부회처리장 방진벽 설치공사(C20-공(기)20-01),공사
2023-12,첨단기공(주),중소기업,복합 SLP TWS 정비용 자재구매/C23P-복합56-00,구매
2023-12,지니언스(주),중소기업,CCTV망 네트워크시스템 교체(12.20.),구매
2023-06,(주)삼진금속,중소기업,4차 협약금 최종정산(삼진금속),구매
2023-11,삼정산업,중소기업,유찰수의공고_복합3호기 가스 자연유도 방식 산소분석기 구매,구매
2023-09,(주)위너스오토메이션,중소기업,탈황폐수 총질소제거설비 PLC 정비예비품 구매,구매
2023-04,동서산업(주),중소기업,제6호기 고압밸브 정비용 BONNET GASKET 제작구매,구매
2023-03,금진엔지니어링,중소기업,"제3,6호기 해수취수계통 및 기기냉각수 펌프정비용 자재 제작구매",구매
2023-06,미화산업,중소기업,23년 벨트접착 1차 기성고,공사
2023-02,거명파워(주),중소기업,기력 2호기 터빈 주증기 밸브 부품 구매,구매
2023-11,주식회사 정운시스템,중소기업,신보령 환경제어설비 수위계측기 개선용 자재구매,구매
2023-11,모두상사,중소기업,"23-기술1(모두상사, 단가)",구매
2023-11,첨단기공(주),중소기업,"제1,2부두 연속식하역기 CHAIN GUIDE ROLLER 등 4종 제작구매/C23P-기술36-00",구매
2023-09,한빛상사,중소기업,신보령 석탄취급설비 경상정비업체 현장대기실용 컨테이너 구매,구매
2023-02,(유)우리환경이엔지,중소기업,폐목재 및 폐합성수지 위탁처리 용역,용역
2023-02,(주)한국씰시스템,중소기업,신보령 소수력 수차발전기 MECHANICAL SEAL 제작구매,구매
2023-05,오벌엔지니어링 주식회사,중소기업,신서천 보조보일러 경유 유량계 구매,구매
2023-07,주식회사 디비,중소기업,1호기 GT EXHAUST DUCT EXPANSION JOINT 손상부 복구 공사,공사
2023-12,(주)일아그린,중소기업,신서천발전본부 회처리장 매립석탄재 재활용 용역,용역
2023-09,주식회사 에어비씨,중소기업,복합 3호기 HRSG 안전 시설물 설치 공사,공사
2023-06,유니이앤티(주),중소기업,탈황 흡수탑 재순환 펌프 부품 반출 정비공사,공사
2023-09,주식회사 천우,중소기업,2023년도 신보령 제1호기 계획예방정비공사(탈황설비),공사
2023-09,(주)건영,중소기업,2023년도 신보령 제1호기 계획예방정비공사(탈황설비),공사
2023-12,(주)하나산업,중소기업,터빈 MAJOR VALVE 정비용 지브크레인 제작 구매(현장설치도),구매
2023-04,(주)일아그린,중소기업,신서천발전본부 회처리장 매립석탄재 재활용 용역,용역
2023-03,조경설계 이화원,중소기업,서울복합 공원화 설계용역,용역
2023-06,대승건설,중소기업,석탄취급설비 안전위해개소 개선공사,공사
2023-09,(주)한국이앤씨,중소기업,2000006571,용역
2023-07,대운상사,중소기업,5차_윤활유_연간단가,구매
2023-11,동서산업(주),중소기업,제5호기 고압밸브 정비용 BONNET GASKET 제작구매/C23P-2발121-00,구매
2023-04,(주)제타크리젠,중소기업,제주 기력 2호기 CWP 관로 수중로봇 준설 용역,용역
2023-08,(주)케이에스엔지니어링,중소기업,"2023년도 제2발전소 공기압축기 정비용 자재 단가구매(단)(7월말, 케이에스엔지니어링)",구매
2023-12,서보텍,중소기업,가스터빈 유압계통 자재구매,구매
2023-07,유한회사 제이와이산업,중소기업,신보령 사업장폐기물(폐수오니 및 폐패각)위탁처리 용역,용역
2023-12,주식회사 엔씨티,중소기업,세종발전본부 화학물질 누액감지기 구매,구매
2023-07,(주)투비소프트,중소기업,환경오염물질 배출정보 통합 관리시스템 UI 구매,구매
2023-06,(주)광명전기,중소기업,석탄취급설비 NCHB 전기실 고압 진공차단기(VCB) 구매/C23P-기술24-00,구매
2023-03,지니언스(주),중소기업,서울발전본부 RFID 자재관리시스템 보안장비(NAC)구매,구매
2023-08,(주)한빛파워,중소기업,발전소 갑종 보호계전기 시험용역(보령),용역
2023-06,포스텍,중소기업,21-현장-20 2차 협약금지급(포스텍),구매
2023-11,포스텍,중소기업,21-현장-20호 3차 협약금 지급(포스텍),구매
2023-03,고려공업검사(주),중소기업,준공대금 지불요청,공사
2023-03,주식회사 아토아,중소기업,230228/암모니아수 9%/91.25ton : 기력 탈질설비용 암모니아수 9%,구매
2023-06,대전세종충청레미콘공업협동조합,중소기업,"복합 가설건축물 신축공사 사급자재 구매(레미콘), 22-친03",구매
2023-02,(주)지음지식서비스,중소기업,22년 EA기반 정보화 종합관리(PMO) 용역,용역
2023-03,비오비,중소기업,단가자재_요소수(5100046467)2,구매
2023-06,(주)우창이엔씨,중소기업,인천발전본부 주제어건물 공조냉동기 정비공사,공사
2023-06,(주)일아그린,중소기업,신서천발전본부 회처리장 매립석탄재 재활용 용역,용역
2023-11,세영상사,중소기업,복합3호기 계획예방정비 전기분야 자재구매,구매
2023-11,화성테크,중소기업,"1,2부두 연속식하역기 HPP#1~3 DOOR 제작 구매",구매
2023-07,(주)렉터슨,중소기업,"제3,6호기 보일러 튜브 누설감지설비 정밀점검,C23P-공(2)06-00",공사
2023-11,주식회사 웅천글로벌,중소기업,COOLING TOWER VACUUM PUMP 구매,구매
2023-05,(주)지엠씨코리아,중소기업,"#7,8 저회처리 CONVEYOR 감속기 구매",구매
