연월,공급업체명,공급업체유형,계약내역,계약유형
2023-12,대한광고,중소기업,겨울철 대비 홍보물 구입비 지불,구매
2023-05,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),5월상",구매
2023-07,서도마트,중소기업,경영기획부 춘계체육행사 소요 물품 구입,구매
2023-10,서도마트,중소기업,중대재해 관련 압수수색 외부기관 다과구매,구매
2023-03,만원광고,중소기업,공사계약서 제본(신복합 1호기 지장물해체공사),구매
2023-03,알파문구,중소기업,연료하역부두설치용물품구매,구매
2023-08,알파문구,중소기업,사무용 일반소모품 구입비 지급,구매
2023-05,오피스디포 보령점,중소기업,[오피스디포] 사무용 비품 구매,구매
2023-12,제주환경개발(주),중소기업,"오수,비점오염 수질분석수수료 지급",구매
2023-10,오피스디포 보령점,중소기업,중점추진과제 보고회 관련 사무용품 구매,구매
2023-05,서도마트,중소기업,GGH RH 부식 관련 정비회의 다과,구매
2023-11,오피스디포 보령점,중소기업,사무용품 구매,구매
2023-02,서진산업가스(주),중소기업,"2022년 발전 가스류 연간 단가자재 구매(총액계약),서진,1월하",구매
2023-07,(주)대경이앤씨,중소기업,"2023년도 발전기계류 a 연간단가 구매(6월말, 대경이앤씨)",구매
2023-11,(주) 솔바텍,중소기업,연료 협력사 RED TAG용 용지 3차 구매,구매
2023-06,(주)지엔피,중소기업,폐기물 외부 공인인증기관 분석 시행,구매
2023-05,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),5월상",구매
2023-04,지성국제특허법률사무소,중소기업,3월 지식재산권 관납료 납부(지성),구매
2023-05,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),4월하",구매
2023-03,만원광고,중소기업,환경관리부 명함 구매,구매
2023-05,만원광고,중소기업,23년도 노사파트너십 워크숍 현수막 구매,구매
2023-07,만원광고,중소기업,"명패 제작(ESG위원5,참관인)",구매
2023-08,(주)라이온코리아,중소기업,리플렛 번역(국문→영문),구매
2023-02,(주)신흥기공,중소기업,밸브렌치 구매,구매
2023-04,서도마트,중소기업,본부 폐비품 등 생활폐기물 배출 스티커,구매
2023-09,모닝디자인,중소기업,2023중부(인천)복지제도안내자료제작,구매
2023-10,동산용사촌,중소기업,사회적가치구현 자활용사촌 물품 구매,구매
2023-03,소담코프,중소기업,일반자재 단가대금(0306) 지급,구매
2023-03,에스에이치씨피주식회사,중소기업,9차_페인트류_연간단가,구매
2023-07,주식회사 천우,중소기업,"선금보증수수료_2000006401,6402",구매
2023-03,서도마트,중소기업,발전설비 고장정지 관련 품질회의 대과,구매
2023-06,대한광고,중소기업,청렴윤리주간 현수막 제작,구매
2023-11,가스코아산(주),중소기업,23년 가스류_8차,구매
2023-07,정수기백화점,중소기업,23년 상반기 각 발전소 정수기 임대료,구매
2023-12,정수기백화점,중소기업,23년 하반기 각 발전소 정수기 임대료,구매
2023-11,대한광고,중소기업,"사랑의 김장나눔 현수막, 스티커 제작",구매
2023-09,(주)대경이앤씨,중소기업,23P-복합5(단)(대경이앤씨),구매
2023-02,오피스디포 보령점,중소기업,감사실 소요 사무용품 구매,구매
2023-01,법무사신동용사무소,중소기업,전세권설정수수료_김치훈 전세사택,구매
2023-03,오피스디포 보령점,중소기업,[오피스디포] 사무용품 구매,구매
2023-10,오피스디포 보령점,중소기업,출자관리부 사무용품 구매,구매
2023-11,오피스디포 보령점,중소기업,출자관리부 사무용품 구매,구매
2023-03,새나라상사,중소기업,사무용품 구매,구매
2023-07,대천김(주),중소기업,중부노조 13주년 창립기념행사 물품구매,구매
2023-04,(주)대천리조트,중소기업,전사 안전부서 실무회의 관련 대관료 지급,구매
2023-10,(주)대천리조트,중소기업,안전한 현장만들기위한 전기분야 토론회,구매
2023-11,(주)대천리조트,중소기업,안전한현장을 위한 기계분야 토론회,구매
2023-08,서도마트,중소기업,품질분임조 경진대회 문집지도 다과구입,구매
2023-09,서도마트,중소기업,상시재물조사 소요용품 구입,구매
2023-07,만원광고,중소기업,신규 사업개발 업무협약 현수막 외4건 구매,구매
2023-08,오피스디포 보령점,중소기업,[오피스디포] 사무용품 구매,구매
2023-12,(주)바이오쓰리에스,중소기업,환경관리시설 비품 구매(기술개발제품 1차),구매
2023-02,만원광고,중소기업,"연하장 라벨지, 명항, 명찰 제작",구매
2023-05,만원광고,중소기업,충남 분임조 경진대회 발표리허설 현수막 구매,구매
2023-05,만원광고,중소기업,재난홍보 물품 구매,구매
2023-08,만원광고,중소기업,[물품대금 지급] 캠페인용품(손피켓 등 3종),구매
2023-12,만원광고,중소기업,NEXT 우수부서 심사 관련 교보제 등 구매,구매
2023-08,백록광고인쇄,중소기업,주민설명회 초청장 등,구매
2023-12,모닝디자인,중소기업,본부 안전보건경영방침 제작 구매,구매
2023-06,법무사신동용사무소,중소기업,전세권이전-채움1차 606호,구매
2023-03,피엠에스,중소기업,CEO 방문 서식 인쇄물 제작,구매
2023-08,피엠에스,중소기업,CEO 현장방문 서식인쇄비 제작,구매
2023-07,(주)넥스트씨앤씨,중소기업,회의 및 접견용 커피,구매
2023-08,(주)넥스트씨앤씨,중소기업,처 커피원두 대금(7월),구매
2023-08,(주)넥스트씨앤씨,중소기업,처 커피원두 대금(8월),구매
2023-08,주식회사 돼지종합중기,중소기업,2023년 발전설비 정비용 장비임차 단가 용역,용역
2023-04,동양산업가스(주),중소기업,가스류 단가대금(0418) 지급_5100047150,구매
2023-08,알파문구,중소기업,사무용 일반소모품 구입,구매
2023-04,서도마트,중소기업,연료자재부 부서내 물품구입,구매
2023-06,법무사신동용사무소,중소기업,전세권이전비용(이현빈허그이전),구매
2023-03,오피스디포 보령점,중소기업,사업금융부 사무용품 구매,구매
2023-03,오피스디포 보령점,중소기업,출자관리부 사무용품 구매,구매
2023-10,(주)KCTV제주방송,중소기업,KCTV 발전소(9월),구매
2023-11,오피스디포 보령점,중소기업,안전보건처 사무용품 구매대금 지급,구매
2023-03,유진산업가스(주),중소기업,14차_가스류_연간단가,구매
2023-07,소담코프,중소기업,일반자재 단가대금 지급(0628)_PO5100047608,구매
2023-08,오피스디포 보령점,중소기업,부서 사무용품 구매,구매
2023-07,(주)건영,중소기업,"선금보증수수료_2000006401,6402",구매
2023-01,오피스디포 보령점,중소기업,사업금융부 사무용품 구매,구매
2023-09,(주)대경이앤씨,중소기업,23P-복합5(단)(대경이앤씨),구매
2023-05,서도마트,중소기업,연료하역돌발관련물품구입(서도마트),구매
2023-01,법무사신동용사무소,중소기업,전세권설정비용_김치훈 전세사택,구매
2023-10,(주)KCTV제주방송,중소기업,KCTV 발전소,구매
2023-06,만원광고,중소기업,2022년 결산서 인쇄,구매
2023-01,(주)KCTV제주방송,중소기업,KCTV 발전소(1월),구매
2023-02,(주)KCTV제주방송,중소기업,KCTV 발전소(2월),구매
2023-03,(주)KCTV제주방송,중소기업,KCTV 발전소(3월),구매
2023-04,(주)KCTV제주방송,중소기업,KCTV 발전소(4월),구매
2023-05,(주)KCTV제주방송,중소기업,KCTV 발전소(5월),구매
2023-06,(주)KCTV제주방송,중소기업,KCTV 발전소(6월),구매
2023-07,(주)KCTV제주방송,중소기업,KCTV 발전소(7월),구매
2023-08,(주)KCTV제주방송,중소기업,KCTV 발전소(8월),구매
2023-11,(주)KCTV제주방송,중소기업,KCTV 발전소(11월),구매
2023-12,(주)KCTV제주방송,중소기업,KCTV 발전소(12월),구매
2023-02,(주)대정티씨,중소기업,가성소다 정산분 지급(대정티씨),구매
2023-11,오피스디포 보령점,중소기업,부서 사무용품 등 비품구매,구매
2023-02,동양산업가스(주),중소기업,가스류 단가대금(0209) 지급,구매
2023-06,서도마트,중소기업,탈황용석회석하역위한주말작업용간식구매,구매
2023-12,서도마트,중소기업,BEST 발전기술원 선정 심의회의 다과,구매
2023-06,지성국제특허법률사무소,중소기업,5월 지식재산권 관납료 납부(지성),구매
2023-11,샤인테크,중소기업,여수 전기실 배기덕트 환기구 설치,구매
2023-05,오피스디포 보령점,중소기업,부서 사무용품 구매,구매
2023-04,오피스디포 보령점,중소기업,[오피스디포] 사무용품 구매,구매
2023-03,(주)대경이앤씨,중소기업,"2023년도 발전기계류(a)연간단가 (3월초, 대경이앤씨)",구매
2023-04,(주)중소기업유통센터,중소기업,23년 혁신파트너십 심사 동반성장 포인트 지급,구매
2023-02,만원광고,중소기업,윤리인권 캐리커쳐 물품 구매(스티커 외 2건),구매
2023-06,만원광고,중소기업,캠페인 및 건강진단 현수막 제작및,구매
2023-09,만원광고,중소기업,4호기 준공석 제막천 구매,구매
2023-10,만원광고,중소기업,홍보용 PPT 제작(신규 전원개발 관련),구매
2023-12,만원광고,중소기업,기념품(상코미 캐릭터 담요) 디자인 시안,구매
2023-06,모닝디자인,중소기업,인천 아시아드경기장 태양광 발전사업 착공식,구매
2023-05,보령꽃마트식물원,중소기업,봉화군 업무협약 체결식 행사관련 꽃수반 구입,구매
2023-02,LG꽃화원,중소기업,사무실 환경 개선용 화분 구입,구매
2023-03,(주)넥스트씨앤씨,중소기업,회의 및 접견용 커피,구매
2023-05,(주)넥스트씨앤씨,중소기업,회의 및 접견용 커피,구매
2023-09,오엠알스캔(주),중소기업,3직급 간부 승격 임용고시 및 직급전환 시험,구매
2023-09,서도마트,중소기업,23년도 온실가스 산정계획서 외부검증 다과 구,구매
2023-12,동산용사촌,중소기업,복사용지 구매(동산용사촌),구매
2023-02,리텍 주식회사,중소기업,소방차 정비비용 지불,구매
2023-10,가스코아산(주),중소기업,23년 가스류_7차,구매
2023-08,오피스디포 보령점,중소기업,[이끄미]_연구활동비(남연우),구매
2023-09,(주)코스코가스텍,중소기업,대금지급(산소가스 0829),구매
2023-05,아트에이브이(주),중소기업,보령본부 복합 가설건축물 통신공사 사급자재구매(아트에이브이),구매
2023-11,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),11월 상",구매
2023-12,서도마트,중소기업,23년 정기재물조사용 물품 구입,구매
2023-01,해돋이맛김,중소기업,지역 여론주도층 유대강화 물품(김) 구입비,구매
2023-11,(주)구사공구,중소기업,보령발전본부 청소용 송풍기 수리,구매
2023-03,오피스디포 보령점,중소기업,부서 사무용품 구매,구매
2023-05,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),5월상",구매
2023-04,새나라상사,중소기업,사무용품 구매,구매
2023-09,(주)인바디 대전,중소기업,체지방 분석기 고장수리비용 지불,구매
2023-03,샤인테크,중소기업,여수 태양광 인버터 알람발생 조치,구매
2023-01,만원광고,중소기업,안전보건경영방침 제작,구매
2023-04,만원광고,중소기업,주말농장 개장식 현수막 외,구매
2023-05,만원광고,중소기업,근로자 안전의식 고취를 위한 안전현수막 구매,구매
2023-05,만원광고,중소기업,책 제본(신규 양수발전 사업설명회),구매
2023-05,만원광고,중소기업,공공기관 안전관리 우수등급 달성 홍보 현수막,구매
2023-07,만원광고,중소기업,[현수막 제작] 여름철 전력수급 대책기간,구매
2023-07,만원광고,중소기업,가설건축물 부착용 현황판 구매,구매
2023-09,만원광고,중소기업,"지도구매 및 설치(구례, 봉화, 전국지도)",구매
2023-07,백록광고인쇄,중소기업,폭염대비 힐링냉장고운영관련배너,구매
2023-08,모닝디자인,중소기업,안전사진전 전시판넬 제작,구매
2023-04,보령꽃마트식물원,중소기업,안전결의대회 환경개선 화분구매,구매
2023-10,보령꽃마트식물원,중소기업,구례군 양수발전소 유치신청서 전달행사 꽃수반,구매
2023-03,동아피디에스,중소기업,2023동아비지니스리뷰 구독,구매
2023-03,한국경제매거진(주),중소기업,한경 ESG 구독료 납부,구매
2023-03,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),3월하",구매
2023-05,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),4월하",구매
2023-05,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),5월상",구매
2023-05,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),5월상",구매
2023-06,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),6월상",구매
2023-07,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),6월하",구매
2023-07,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),6월하",구매
2023-07,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),7월상",구매
2023-08,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),8월상",구매
2023-09,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),8월하",구매
2023-10,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),9월하",구매
2023-10,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가)10월상",구매
2023-11,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),11월 상",구매
2023-12,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),12월 상",구매
2023-12,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),12월 상",구매
2023-01,명품서천특산품,중소기업,지역 여론주도층 유대강화 물품(멸치) 구입비,구매
2023-05,테크노바이오,중소기업,분산제 시험분석물량 구매,구매
2023-03,주식회사 브라더스키퍼,중소기업,홍보용 벽면녹화 환경개선(화분교체추가분),구매
2023-12,(주)테크원씨엔에스,중소기업,가스계측기 교정비,구매
2023-04,대운상사,중소기업,2차_윤활유_연간단가,구매
2023-12,대운상사,중소기업,9차_윤활유_연간단가,구매
2023-03,보령종합신문사,중소기업,1분기 처 신문구독료 납부,구매
2023-03,보령종합신문사,중소기업,보령종합신문구독료(1~3월),구매
2023-03,보령종합신문사,중소기업,보령종합신문구독1-3월,구매
2023-04,보령종합신문사,중소기업,신문구독료지급(보령종합신문_매경),구매
2023-06,보령종합신문사,중소기업,보령종합신문구독 4-6월,구매
2023-06,보령종합신문사,중소기업,2분기  처 신문구독료 납부,구매
2023-07,보령종합신문사,중소기업,신문구독료지급(매일경제),구매
2023-07,보령종합신문사,중소기업,보령종합신문구독료(4~6월),구매
2023-09,보령종합신문사,중소기업,보령종합신문구독료(7~9월),구매
2023-09,보령종합신문사,중소기업,보령종합신문구독7-9월,구매
2023-09,보령종합신문사,중소기업,신문구독료지급(보령종합신문),구매
2023-09,보령종합신문사,중소기업,3분기 처 신문구독료 납부,구매
2023-12,보령종합신문사,중소기업,보령종합신문구독료(10~12월),구매
2023-12,보령종합신문사,중소기업,보령종합신문구독10-12월,구매
2023-04,유진산업가스(주),중소기업,15차_가스류_연간단가,구매
2023-05,대운상사,중소기업,3차_윤활유_연간단가,구매
2023-03,동산용사촌,중소기업,행사용 사기정기 구매(자활용사촌),구매
2023-02,새한가스공업,중소기업,230203/탄산가스/7병 : 제주본부 수소 및 탄산가스,구매
2023-08,새나라상사,중소기업,현장 사무용품 구매,구매
2023-06,만원광고,중소기업,회사 홍보용 책자 제작,구매
2023-03,법무사신동용사무소,중소기업,전세권설정수수료_이현빈 전세사택,구매
2023-10,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가)10월상",구매
2023-10,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가)10월상",구매
2023-11,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),11월 상",구매
2023-12,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),11월 하",구매
2023-12,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),12월 상",구매
2023-11,가스코아산(주),중소기업,23년 가스류_8차,구매
2023-02,동일 사무용가구,중소기업,안전품질실장실 서랍장,구매
2023-01,제주환경개발(주),중소기업,22년 비점오염시설 수질분석 의뢰비 지급,구매
2023-12,새나라상사,중소기업,현장 필요 비품 구매,구매
2023-07,오피스디포 보령점,중소기업,출자관리부 사무용품 구매,구매
2023-09,오피스디포 보령점,중소기업,출자관리부 사무용품 구매,구매
2023-09,서도마트,중소기업,2023을지훈련 근무자 간식 구입,구매
2023-02,동진자동차공업사,중소기업,본부 내 회사차량 견인비용,구매
2023-12,(주)비츠코리아,중소기업,석탄취급설비 제어시스템 백신 라이선스 구매,구매
2023-03,티에스테크(주),중소기업,선금보증수수료 지원(2차선금),구매
2023-12,(주)지크린텍,중소기업,브랜드K 물품구매 대금지급,구매
2023-06,경기화약(주),중소기업,경영진주관 화재대응훈련용 연막탄 구매,구매
2023-05,가스코아산(주),중소기업,23년 가스류_1차,구매
2023-03,동아피디에스,중소기업,업무용 도서 구독,구매
2023-10,제이에스인터내셔날,중소기업,약품이송용 드럼펌프 정비용 부품 구매,구매
2023-10,명품서천특산품,중소기업,추석맞이 근무직원 격려선물 구매,구매
2023-12,명품서천특산품,중소기업,유관기관 응대용 물품 구매,구매
2023-03,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),3월하",구매
2023-04,가스코아산(주),중소기업,23년 가스류_1차,구매
2023-11,서도마트,중소기업,2023년정기재물조사용협의물품구매,구매
2023-04,(주)대정티씨,중소기업,가성소다 단가대금(0414) 지급,구매
2023-05,새나라상사,중소기업,부서 사무용품 구매,구매
2023-02,만원광고,중소기업,텀블러 더블할인 연장 홍보물 제작,구매
2023-05,만원광고,중소기업,대여제도 전단지 및 보관함 구매,구매
2023-11,만원광고,중소기업,ESG경영추진위원회 현수막,구매
2023-12,만원광고,중소기업,"동반성장 우수사례 경진대회 현수막,배너 제작",구매
2023-12,만원광고,중소기업,부서 명함 구입,구매
2023-11,대한광고,중소기업,11월 안전품질부 행사 관련 현수막 구매,구매
2023-12,오피스디포 보령점,중소기업,23년도 하반기 부서사무비품 구매,구매
2023-03,서도마트,중소기업,온실가스 명세서 외부검증 활동물품 및 다과구매,구매
2023-10,오피스디포 보령점,중소기업,[이끄미]_언구활동비(이정길),구매
2023-04,오피스디포 보령점,중소기업,[오피스디포] 사무용품 구매,구매
2023-03,(주)대경이앤씨,중소기업,"2023년도 발전기계류 a 연간단가 구매(3월초, 대경이앤씨)",구매
2023-06,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),5월하",구매
2023-10,만원광고,중소기업,"명패(김광일),액자(국정목표1,경영방침3)구매",구매
2023-12,가스코아산(주),중소기업,23년 가스류_9차,구매
2023-06,하늘문고,중소기업,부서업무용도서구매,구매
2023-10,온세번역공증,중소기업,시보르빠 수력 입찰보증서 개설관련 번역공증,구매
2023-05,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),5월상",구매
2023-04,만원광고,중소기업,보령발전본부 유연탄 하역부두 조감도 제작,구매
2023-08,만원광고,중소기업,명함명찰,구매
2023-11,만원광고,중소기업,신규 사업 관련 폼보드 제작,구매
2023-03,백록광고인쇄,중소기업,일일작업현황판 구매,구매
2023-05,대한광고,중소기업,ESG실천 프로그램 배너 제작,구매
2023-12,온세번역공증,중소기업,[온세번역] 베트남 파견자 대사관 인증_이강민,구매
2023-09,피엠에스,중소기업,CTO 전력수급점검 인쇄물 제작,구매
2023-02,명품서천특산품,중소기업,지역 여론주도층 유대강화용 홍보용품 구입,구매
2023-08,서도마트,중소기업,본부 및 사택 폐기물품 스티커 구입,구매
2023-12,소담코프,중소기업,일반자재 단가대금(1222) 지급_PO5100048692,구매
2023-07,만원광고,중소기업,체육시설 이용증 카드인쇄(보령시),구매
2023-06,오에스케이통상,중소기업,[연간단가] 수처리 약품 대금지급(6.1~15)-3건,구매
2023-03,주식회사 바른팩,중소기업,발전기술원 도시락 지급용 용기 구매,구매
2023-11,서도마트,중소기업,연료자재부 부서회의물품구매,구매
2023-03,(주)대정티씨,중소기업,가성소다 단가대금(0228) 지급,구매
2023-12,오에스케이통상,중소기업,[연간단가] 수처리약품 대금지급(11.16~30)-5건,구매
2023-07,(주)대정티씨,중소기업,가성소다 단가 대금지급(0630),구매
2023-05,(주)케빅,중소기업,보령본부 복합 가설건축물 통신공사 사급자재구매(케빅),구매
2023-06,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),5월하",구매
2023-02,만원광고,중소기업,보령발전본부 안전소식지 발간(1월),구매
2023-03,만원광고,중소기업,보령발전본부 안전소식지 발간(2월),구매
2023-04,만원광고,중소기업,수지개선과제 포상금 집행ㅈ,구매
2023-05,만원광고,중소기업,홍보물 구매,구매
2023-05,만원광고,중소기업,책 제본(신규 양수발전 사업설명회),구매
2023-05,만원광고,중소기업,본부장 접견실 내 홍보액자 구입,구매
2023-05,만원광고,중소기업,농어촌상생협력기금 사업 준공식 현수막 제작,구매
2023-07,만원광고,중소기업,홍보용 PPT 제작(신규 전원개발 관련),구매
2023-08,만원광고,중소기업,오! 마이 드림 현수막 제작,구매
2023-08,만원광고,중소기업,협력기업에 쿨~한 마음전하기 행사 현수막구매,구매
2023-08,삼성고속관광,중소기업,출퇴근버스 임차 대금 지급(비정기),구매
2023-06,백록광고인쇄,중소기업,캠페인 안내문,구매
2023-10,백록광고인쇄,중소기업,안전홍보 현수막 구매,구매
2023-07,대한광고,중소기업,온열질환 현수막 구매,구매
2023-07,대한광고,중소기업,2023년 여름철 전력수급 대책기간 CTO 현,구매
2023-03,(주)삼덕기술,중소기업,휴대용 가스분석기 교정,구매
2023-03,법무사 김윤섭 사무소,중소기업,비상임이사 등기수수료,구매
2023-05,법무사 김윤섭 사무소,중소기업,비상임이사 등기수수료,구매
2023-02,보령꽃마트식물원,중소기업,23년 1월 사장실 경조화환2,구매
2023-08,보령꽃마트식물원,중소기업,7월 유관기관 경조화환 지급,구매
2023-10,보령꽃마트식물원,중소기업,9월 유관기관 경조화환지급,구매
2023-10,보령꽃마트식물원,중소기업,이사회 회의실 탁상용 화분 구매,구매
2023-09,(주)인바디 대전,중소기업,체지방 분석기 결과용지 구매비용 지불,구매
2023-07,LG꽃화원,중소기업,충남환경운동연합 관계자 화환 구입,구매
2023-06,(주)넥스트씨앤씨,중소기업,회의 및 접견용 커피,구매
2023-04,(주)해냄소방,중소기업,새빛누리어린이집 소방설비 보수,구매
2023-04,유진산업가스(주),중소기업,15차_가스류_연간단가,구매
2023-05,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),4월하",구매
2023-09,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),9월상",구매
2023-12,(유)성원엘리베이터,중소기업,전망대 승강기 행사 관련 안전대기 출장비 지급,구매
2023-07,다손종합상사,중소기업,쓰레기 무단투기 경고문 설치,구매
2023-04,(주)라이온코리아,중소기업,영문 홈페이지 동영상 번역,구매
2023-05,(주)나우시스템,중소기업,본관 방송시스템 점검,구매
2023-12,아주이엔티(주),중소기업,협력기업 안전사고 제로 달성 성과인센티브 지급,구매
2023-09,합자회사 대영환경,중소기업,콘크리트 기초공사 관련 임목폐기물 운반비,구매
2023-12,(주)청솔환경건설,중소기업,안전사고 예방을 위한 성과공유인센티브 지급,구매
2023-12,오피스디포 보령점,중소기업,바이오중유 적합성 용역 회의용품 구매,구매
2023-01,보령종합신문사,중소기업,1월 발전환경처 신문대금 납부,구매
2023-03,보령종합신문사,중소기업,2월 발전환경처 신문대금 납부,구매
2023-04,에스에이치씨피주식회사,중소기업,10차_페인트류_연간단가,구매
2023-06,진로석수원주대리점,중소기업,사무실 생수 대금,구매
2023-07,주식회사 대영씨앤티,중소기업,2023년 실험실 계측기 검교정 시행,구매
2023-03,월드원,중소기업,[번역료]23.3 TOTAL 계약서 번역,구매
2023-03,월드원,중소기업,[번역료]23.3 BP 계약서 번역,구매
2023-04,(주)코스코가스텍,중소기업,대금지급(코스코가스텍 0406),구매
2023-04,(주)코스코가스텍,중소기업,대금지급(용접가스 0420),구매
2023-05,동양산업가스(주),중소기업,가스류 단가대금(0424) 지급_5100047217,구매
2023-09,(주)아모스아인스가구,중소기업,한빛관 A동 공용공간 파티션 부품,구매
2023-10,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가)10월상",구매
2023-05,동양산업가스(주),중소기업,가스류 단가대금(0512) 지급,구매
2023-03,에이치투켐,중소기업,수질분석설비 분석용품 구매,구매
2023-11,대한광고,중소기업,품질의 달 행사용 배너 및 현수막 구매,구매
2023-01,(주)비즈니스온커뮤니케이션,중소기업,스마트빌 이용료_12월,구매
2023-10,연동열쇄,중소기업,사택 체력단련실 소모성비품 구입(도어락),구매
2023-07,서도마트,중소기업,금연프로그램 3개월 성공 다과비,구매
2023-10,서도마트,중소기업,본부 단체 증명사진 촬영 관련 다과구매,구매
2023-03,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),3월하",구매
2023-05,동양산업가스(주),중소기업,가스류 단가대금(0510)_5100047321,구매
2023-12,만원광고,중소기업,전력거래부 전입차장 명함 및 명찰제작,구매
2023-03,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),3월하",구매
2023-05,월드원,중소기업,해외 CDM 배출권 이전계약서 번역 대금지급,구매
2023-10,진로석수원주대리점,중소기업,사무실 생수 대금,구매
2023-02,오피스디포 보령점,중소기업,2월 경평워크숍 회의용품 구매,구매
2023-12,오피스디포 보령점,중소기업,발전환경처 사무용품 구입,구매
2023-02,(주)대천리조트,중소기업,신임감사인워크숍_세미나실,구매
2023-04,(주)대천리조트,중소기업,환경설비 기술교류회 대관비 지급,구매
2023-11,(주)대천리조트,중소기업,사보용역 제안서평가회 회의장 대여,구매
2023-01,서도마트,중소기업,설맞이 지역여론주도층 유대강화 물품(음료 등),구매
2023-07,서도마트,중소기업,상시재물조사 소요물품 구입,구매
2023-07,서도마트,중소기업,K-SAFETY 변경관련 절차 회의,구매
2023-08,서도마트,중소기업,보령복합COP와 친선교류 활동 다과 구매,구매
2023-12,오피스디포 보령점,중소기업,출자관리부 사무용품 구매,구매
2023-04,(주)비즈니스온커뮤니케이션,중소기업,스마트빌 이용료_3월,구매
2023-05,서도마트,중소기업,본부 견학용 간식 구매,구매
2023-12,금강화학산업,중소기업,비회 재활용 작업구역 근무환경 개선 용품 구매,구매
2023-01,만원광고,중소기업,[만원광고]_해외 신재생 사업 현황판,구매
2023-02,만원광고,중소기업,[만원광고] 조직개편에 따른 명함구매,구매
2023-03,만원광고,중소기업,안전경영책임보고서 제본 구매,구매
2023-03,만원광고,중소기업,하역기술부 명함 구매,구매
2023-03,만원광고,중소기업,이사회 명패 제작,구매
2023-05,만원광고,중소기업,현수막 제작구매 (봄철 전력수급 대책기간),구매
2023-06,만원광고,중소기업,윤리DAY 행사물품 구매(현수막 등),구매
2023-08,만원광고,중소기업,시상식용 인쇄물 제작 구매,구매
2023-09,만원광고,중소기업,제어기술부 뻔뻔동아리 8월 활동(현수막),구매
2023-10,만원광고,중소기업,발전기술원 근무수칙 액자 대금 지급,구매
2023-10,만원광고,중소기업,예측진단교류회 행사 현수막,구매
2023-12,만원광고,중소기업,사회공헌활동 현수막 및 조직 개편 명패 제작,구매
2023-12,만원광고,중소기업,감사실소요_현수막(3EA),구매
2023-04,백록광고인쇄,중소기업,정밀체력측정관련 현수막 및 배너구매,구매
2023-09,법무사 김윤섭 사무소,중소기업,상임이사 등기수수료,구매
2023-03,(주)비즈니스온커뮤니케이션,중소기업,스마트빌 이용료_1월,구매
2023-04,(주)비즈니스온커뮤니케이션,중소기업,스마트빌 이용료_2월,구매
2023-05,(주)비즈니스온커뮤니케이션,중소기업,스마트빌 이용료_4월,구매
2023-06,(주)비즈니스온커뮤니케이션,중소기업,스마트빌 이용료_5월,구매
2023-07,(주)비즈니스온커뮤니케이션,중소기업,스마트빌 이용료_6월,구매
2023-08,(주)비즈니스온커뮤니케이션,중소기업,스마트빌 이용료_7월,구매
2023-09,(주)비즈니스온커뮤니케이션,중소기업,스마트빌 이용료_8월,구매
2023-10,(주)비즈니스온커뮤니케이션,중소기업,스마트빌 이용료_9월,구매
2023-11,(주)비즈니스온커뮤니케이션,중소기업,스마트빌 이용료_10월,구매
2023-12,(주)비즈니스온커뮤니케이션,중소기업,스마트빌 이용료_11월,구매
2023-05,유진산업가스(주),중소기업,"23-3발18(유진산업가스, 단가),4월하",구매
2023-09,서도마트,중소기업,연료하역작업용물품구매(서도마트),구매
